4999.20917	0.285046729
4997.28046	0.28372093
4995.35176	0.283062645
4993.42305	0.282407407
4991.49434	0.281755196
4989.56564	0.283410138
4987.63693	0.282758621
4985.70822	0.28440367
4983.77951	0.28375286
4981.85081	0.283105023
4979.9221	0.282460137
4977.99339	0.281818182
4976.06468	0.281179138
4974.13598	0.283446712
4972.20727	0.28280543
4970.27856	0.281531532
4968.34986	0.280898876
4966.42115	0.282511211
4964.49244	0.281879195
4962.56373	0.28125
4960.63503	0.280623608
4958.70632	0.28
4956.77761	0.281596452
4954.8489	0.280973451
4952.9202	0.282560706
4950.99149	0.281938326
4949.06278	0.281318681
4947.13408	0.280701754
4945.20537	0.280087527
4943.27666	0.279475983
4941.34795	0.281045752
4939.41925	0.280434783
4937.49054	0.279826464
4935.56183	0.279220779
4933.63313	0.280777538
4931.70442	0.280172414
4929.77571	0.279569892
4927.847	0.278969957
4925.9183	0.280513919
4923.98959	0.279317697
4922.06088	0.280851064
4920.13217	0.280851064
4918.20347	0.279661017
4916.27476	0.279069767
4914.34605	0.278481013
4912.41735	0.28
4910.48864	0.279411765
4908.55993	0.278825996
4906.63122	0.278242678
4904.70252	0.279166667
4902.77381	0.278586279
4900.8451	0.278008299
4898.91639	0.277432712
4896.98769	0.279503106
4895.05898	0.27892562
4893.13027	0.280412371
4891.20157	0.27926078
4889.27286	0.278688525
4887.34415	0.278118609
4885.41544	0.27755102
4883.48674	0.276985743
4881.55803	0.276422764
4879.62932	0.277890467
4877.70062	0.277327935
4875.77191	0.276767677
4873.8432	0.276209677
4871.91449	0.277108434
4869.98579	0.276553106
4868.05708	0.276
4866.12837	0.274900398
4864.19966	0.274353877
4862.27096	0.275793651
4860.34225	0.275247525
4858.41354	0.276679842
4856.48484	0.275590551
4854.55613	0.275590551
4852.62742	0.275049116
4850.69871	0.273972603
4848.77001	0.275390625
4846.8413	0.274853801
4844.91259	0.276264591
4842.98388	0.275728155
4841.05518	0.275193798
4839.12647	0.274131274
4837.19776	0.273603083
4835.26906	0.275
4833.34035	0.274472169
4831.41164	0.27394636
4829.48293	0.273422562
4827.55423	0.272380952
4825.62552	0.273764259
4823.69681	0.273244782
4821.76811	0.274621212
4819.8394	0.274102079
4817.91069	0.273584906
4815.98198	0.27306968
4814.05328	0.273921201
4812.12457	0.27340824
4810.19586	0.272897196
4808.26715	0.273743017
4806.33845	0.273234201
4804.40974	0.272727273
4802.48103	0.272222222
4800.55233	0.271719039
4798.62362	0.273062731
4796.69491	0.272058824
4794.7662	0.271559633
4792.8375	0.272893773
4790.90879	0.272394881
4788.98008	0.27189781
4787.05137	0.270909091
4785.12267	0.272232305
4783.19396	0.27173913
4781.26525	0.27124774
4779.33655	0.272072072
4777.40784	0.271582734
4775.47913	0.271095153
4773.55042	0.271914132
4771.62172	0.271428571
4769.69301	0.270944742
4767.7643	0.270462633
4765.8356	0.271276596
4763.90689	0.27079646
4761.97818	0.270318021
4760.04947	0.271604938
4758.12077	0.270650264
4756.19206	0.270175439
4754.26335	0.269702277
4752.33464	0.270506108
4750.40594	0.270034843
4748.47723	0.269565217
4746.54852	0.268630849
4744.61982	0.26816609
4742.69111	0.267702936
4740.7624	0.268965517
4738.83369	0.268041237
4736.90499	0.268835616
4734.97628	0.268376068
4733.04757	0.267918089
4731.11886	0.26746167
4729.19016	0.268251273
4727.26145	0.26779661
4725.33274	0.267343486
4723.40404	0.268581081
4721.47533	0.268128162
4719.54662	0.267226891
4717.61791	0.268456376
